"subscribed","age","education","balance","loan"
FALSE,33,"tertiary",4020,"yes"
FALSE,53,"secondary",66,"yes"
FALSE,41,"secondary",-41,"yes"
FALSE,60,"secondary",322,"no"
FALSE,35,"primary",2643,"yes"
FALSE,43,"primary",49,"no"
FALSE,57,"primary",1,"no"
FALSE,46,"secondary",3098,"no"
FALSE,31,"primary",352,"no"
FALSE,53,"secondary",65,"no"
FALSE,35,"secondary",1949,"no"
FALSE,32,"secondary",739,"no"
TRUE,48,"tertiary",1167,"yes"
FALSE,50,"secondary",231,"no"
FALSE,40,"primary",1136,"no"
FALSE,42,"tertiary",233,"no"
FALSE,59,"secondary",817,"no"
FALSE,27,"primary",1128,"no"
FALSE,32,"tertiary",1831,"no"
FALSE,35,"secondary",450,"no"
FALSE,28,"secondary",0,"no"
FALSE,37,"secondary",414,"no"
FALSE,57,"primary",1052,"no"
FALSE,42,"secondary",1022,"no"
FALSE,55,"primary",343,"no"
FALSE,52,"tertiary",1944,"no"
FALSE,26,"secondary",-32,"yes"
FALSE,52,"secondary",1781,"no"
FALSE,26,"tertiary",350,"no"
FALSE,33,"secondary",2,"no"
FALSE,24,"primary",111,"yes"
FALSE,37,"tertiary",168,"no"
FALSE,28,"secondary",3,"no"
FALSE,30,"secondary",102,"no"
FALSE,33,"primary",0,"no"
FALSE,55,"primary",159,"no"
FALSE,33,"secondary",1134,"no"
FALSE,42,"secondary",352,"no"
FALSE,37,"tertiary",865,"no"
FALSE,59,"primary",179,"no"
FALSE,27,"secondary",5,"no"
FALSE,23,"tertiary",-230,"no"
FALSE,51,"tertiary",0,"no"
FALSE,50,"primary",3924,"no"
FALSE,43,"secondary",764,"no"
FALSE,37,"primary",511,"no"
FALSE,34,"tertiary",4348,"no"
FALSE,41,"tertiary",3016,"no"
FALSE,26,"secondary",279,"no"
FALSE,49,"tertiary",1405,"no"
TRUE,29,"secondary",908,"no"
FALSE,30,"tertiary",162,"no"
FALSE,38,"secondary",792,"no"
FALSE,58,"secondary",111,"no"
FALSE,34,"unknown",1281,"no"
FALSE,53,"unknown",1012,"no"
FALSE,50,"tertiary",2881,"no"
FALSE,30,"secondary",445,"no"
FALSE,40,"secondary",643,"no"
FALSE,57,"secondary",254,"no"
FALSE,40,"tertiary",-1212,"no"
FALSE,41,"secondary",2125,"yes"
FALSE,53,"unknown",629,"no"
FALSE,48,"secondary",-202,"yes"
FALSE,32,"secondary",271,"no"
TRUE,34,"tertiary",703,"no"
FALSE,46,"secondary",-216,"no"
FALSE,45,"secondary",88,"yes"
FALSE,51,"tertiary",16,"no"
FALSE,31,"secondary",466,"no"
FALSE,47,"secondary",-75,"no"
FALSE,32,"secondary",456,"no"
FALSE,41,"secondary",77,"no"
FALSE,37,"secondary",-244,"no"
FALSE,27,"primary",1209,"no"
FALSE,27,"secondary",58,"no"
FALSE,50,"secondary",421,"no"
FALSE,31,"tertiary",112,"no"
FALSE,40,"tertiary",13669,"no"
TRUE,43,"tertiary",1429,"no"
FALSE,39,"tertiary",794,"no"
FALSE,31,"tertiary",1957,"no"
FALSE,48,"secondary",454,"no"
FALSE,32,"primary",882,"yes"
FALSE,47,"primary",168,"no"
FALSE,35,"tertiary",714,"no"
FALSE,42,"tertiary",0,"no"
TRUE,47,"secondary",1996,"no"
FALSE,59,"secondary",163,"no"
FALSE,38,"secondary",3190,"no"
FALSE,50,"secondary",1772,"no"
FALSE,27,"secondary",-151,"no"
FALSE,55,"primary",16,"no"
TRUE,39,"secondary",7066,"no"
FALSE,31,"tertiary",454,"no"
FALSE,37,"tertiary",4798,"no"
FALSE,28,"secondary",-298,"no"
FALSE,42,"secondary",439,"no"
FALSE,40,"secondary",1927,"no"
FALSE,59,"secondary",671,"yes"
FALSE,40,"secondary",65,"no"
FALSE,43,"secondary",-932,"no"
FALSE,38,"secondary",4366,"no"
FALSE,54,"primary",0,"no"
FALSE,41,"secondary",4900,"no"
TRUE,55,"primary",976,"no"
FALSE,33,"tertiary",148,"no"
FALSE,46,"secondary",5,"no"
FALSE,36,"secondary",-148,"no"
FALSE,48,"tertiary",113,"yes"
FALSE,42,"secondary",-105,"no"
TRUE,46,"tertiary",624,"no"
FALSE,49,"secondary",-1680,"yes"
FALSE,36,"secondary",-461,"no"
FALSE,34,"tertiary",144,"yes"
FALSE,51,"tertiary",4,"yes"
FALSE,58,"primary",309,"no"
FALSE,48,"tertiary",866,"no"
TRUE,41,"secondary",1020,"no"
FALSE,49,"primary",489,"no"
FALSE,43,"primary",8167,"no"
FALSE,32,"secondary",-255,"yes"
FALSE,54,"secondary",3671,"no"
FALSE,33,"primary",636,"no"
FALSE,35,"secondary",141,"no"
FALSE,56,"secondary",150,"yes"
FALSE,57,"secondary",839,"yes"
TRUE,31,"primary",26965,"no"
FALSE,33,"secondary",716,"no"
FALSE,29,"tertiary",2485,"no"
FALSE,38,"tertiary",15030,"no"
FALSE,37,"secondary",11303,"no"
FALSE,33,"tertiary",595,"no"
FALSE,30,"tertiary",19358,"no"
FALSE,31,"secondary",203,"yes"
FALSE,28,"tertiary",183,"yes"
TRUE,26,"secondary",255,"no"
FALSE,31,"secondary",102,"no"
FALSE,50,"primary",94,"no"
FALSE,45,"primary",58,"no"
FALSE,48,"primary",606,"no"
FALSE,41,"secondary",0,"yes"
TRUE,60,"primary",65,"no"
FALSE,41,"secondary",338,"no"
FALSE,43,"primary",757,"no"
FALSE,36,"tertiary",9269,"yes"
FALSE,40,"primary",1206,"yes"
FALSE,28,"tertiary",882,"yes"
TRUE,27,"tertiary",5291,"no"
FALSE,49,"secondary",61,"no"
FALSE,37,"tertiary",0,"no"
FALSE,31,"secondary",1407,"no"
FALSE,31,"secondary",25,"no"
FALSE,31,"secondary",1354,"yes"
FALSE,35,"primary",793,"no"
FALSE,51,"unknown",10287,"no"
FALSE,33,"secondary",5235,"no"
FALSE,30,"tertiary",3,"no"
FALSE,58,"secondary",409,"yes"
FALSE,34,"tertiary",35,"no"
FALSE,45,"tertiary",-459,"no"
TRUE,28,"secondary",198,"no"
FALSE,31,"primary",99,"no"
FALSE,40,"tertiary",60,"no"
FALSE,30,"secondary",3485,"no"
FALSE,34,"secondary",-139,"yes"
FALSE,40,"secondary",952,"yes"
FALSE,59,"primary",1427,"no"
FALSE,43,"tertiary",1017,"no"
FALSE,41,"tertiary",-29,"no"
FALSE,33,"secondary",9,"no"
FALSE,33,"secondary",4040,"no"
FALSE,36,"secondary",13,"no"
FALSE,32,"secondary",1259,"no"
FALSE,25,"secondary",18,"no"
FALSE,25,"secondary",-76,"no"
FALSE,38,"tertiary",221,"no"
FALSE,34,"tertiary",136,"no"
FALSE,67,"secondary",16353,"no"
FALSE,32,"secondary",-63,"no"
FALSE,45,"primary",7353,"no"
FALSE,33,"primary",511,"no"
FALSE,38,"primary",3913,"no"
FALSE,32,"secondary",1097,"no"
FALSE,54,"tertiary",6102,"yes"
FALSE,51,"secondary",340,"no"
FALSE,42,"primary",-119,"no"
FALSE,41,"secondary",2993,"no"
FALSE,39,"tertiary",3575,"yes"
FALSE,38,"secondary",361,"no"
FALSE,39,"secondary",1072,"no"
FALSE,46,"primary",2904,"no"
FALSE,50,"tertiary",1790,"yes"
FALSE,33,"secondary",86,"no"
FALSE,37,"secondary",1633,"no"
FALSE,31,"tertiary",8312,"no"
TRUE,34,"unknown",172,"no"
TRUE,34,"tertiary",0,"no"
FALSE,36,"tertiary",222,"no"
FALSE,40,"secondary",109,"no"
TRUE,40,"secondary",1451,"no"
TRUE,41,"secondary",1066,"no"
FALSE,52,"tertiary",3163,"no"
FALSE,40,"secondary",888,"no"
FALSE,48,"unknown",428,"no"
FALSE,33,"secondary",106,"no"
FALSE,44,"secondary",0,"no"
FALSE,55,"tertiary",979,"yes"
FALSE,51,"secondary",2662,"no"
FALSE,34,"tertiary",84,"no"
FALSE,58,"unknown",5920,"no"
FALSE,39,"tertiary",816,"no"
FALSE,27,"secondary",3276,"no"
FALSE,55,"unknown",2,"no"
FALSE,35,"secondary",-51,"no"
FALSE,37,"tertiary",3315,"no"
FALSE,52,"secondary",196,"yes"
FALSE,41,"secondary",552,"no"
FALSE,52,"secondary",2347,"yes"
FALSE,34,"secondary",3723,"no"
FALSE,53,"primary",255,"no"
TRUE,33,"tertiary",3143,"no"
FALSE,47,"secondary",0,"no"
FALSE,35,"secondary",6411,"yes"
FALSE,33,"tertiary",1909,"no"
FALSE,55,"primary",3873,"no"
TRUE,58,"primary",1013,"no"
FALSE,44,"secondary",262,"no"
FALSE,25,"secondary",3217,"no"
FALSE,37,"secondary",5436,"no"
FALSE,41,"primary",2067,"no"
TRUE,34,"secondary",215,"no"
FALSE,36,"secondary",1594,"no"
FALSE,44,"tertiary",134,"no"
FALSE,34,"tertiary",262,"no"
FALSE,56,"primary",3021,"no"
TRUE,43,"tertiary",388,"no"
FALSE,28,"secondary",3412,"no"
FALSE,54,"secondary",1291,"no"
FALSE,37,"secondary",79,"no"
TRUE,59,"tertiary",2013,"no"
FALSE,58,"secondary",543,"yes"
FALSE,56,"tertiary",1016,"no"
FALSE,32,"secondary",604,"yes"
FALSE,42,"tertiary",525,"no"
FALSE,52,"primary",353,"no"
FALSE,46,"tertiary",964,"no"
TRUE,37,"tertiary",3913,"no"
FALSE,39,"primary",879,"no"
FALSE,31,"secondary",314,"no"
FALSE,59,"primary",0,"no"
FALSE,38,"secondary",1370,"no"
FALSE,58,"secondary",37,"no"
FALSE,34,"tertiary",673,"yes"
FALSE,40,"secondary",-342,"no"
FALSE,20,"secondary",291,"no"
FALSE,34,"secondary",209,"yes"
FALSE,31,"tertiary",438,"no"
FALSE,39,"secondary",1242,"no"
FALSE,34,"tertiary",355,"no"
FALSE,24,"secondary",204,"yes"
FALSE,41,"tertiary",10758,"no"
FALSE,40,"tertiary",5,"no"
TRUE,45,"secondary",410,"no"
FALSE,36,"tertiary",605,"no"
FALSE,53,"tertiary",4,"no"
FALSE,23,"secondary",8494,"no"
FALSE,42,"primary",198,"no"
FALSE,48,"secondary",841,"no"
FALSE,34,"tertiary",8,"no"
FALSE,36,"secondary",470,"no"
FALSE,43,"secondary",520,"no"
FALSE,36,"secondary",439,"no"
TRUE,49,"secondary",-454,"no"
FALSE,55,"secondary",466,"no"
TRUE,53,"secondary",665,"no"
TRUE,42,"secondary",994,"no"
TRUE,45,"secondary",5346,"yes"
FALSE,31,"secondary",1243,"no"
FALSE,32,"tertiary",0,"no"
FALSE,36,"secondary",2357,"no"
TRUE,56,"secondary",1044,"no"
FALSE,46,"secondary",1069,"no"
FALSE,41,"secondary",231,"no"
FALSE,31,"secondary",0,"yes"
FALSE,32,"secondary",266,"no"
FALSE,38,"tertiary",-70,"no"
FALSE,49,"primary",25824,"no"
FALSE,46,"primary",538,"no"
FALSE,29,"secondary",534,"no"
FALSE,36,"unknown",2323,"no"
FALSE,38,"secondary",1852,"no"
FALSE,53,"secondary",2647,"no"
FALSE,43,"tertiary",2767,"no"
FALSE,41,"tertiary",176,"yes"
FALSE,42,"secondary",9720,"no"
TRUE,55,"secondary",1613,"no"
FALSE,39,"secondary",2903,"yes"
FALSE,30,"secondary",81,"no"
FALSE,41,"secondary",780,"no"
FALSE,44,"tertiary",178,"no"
FALSE,58,"tertiary",299,"no"
FALSE,35,"primary",285,"no"
FALSE,27,"secondary",872,"no"
TRUE,34,"secondary",1337,"no"
FALSE,25,"secondary",72,"no"
FALSE,36,"secondary",0,"no"
FALSE,38,"secondary",-388,"no"
FALSE,30,"secondary",11,"no"
FALSE,47,"secondary",-535,"no"
FALSE,41,"secondary",787,"no"
FALSE,36,"tertiary",3343,"no"
TRUE,63,"secondary",3904,"no"
FALSE,23,"tertiary",736,"no"
FALSE,32,"tertiary",1390,"no"
FALSE,57,"primary",808,"no"
TRUE,48,"tertiary",1147,"no"
FALSE,49,"secondary",1122,"no"
FALSE,50,"secondary",-568,"yes"
FALSE,33,"primary",1165,"no"
FALSE,53,"secondary",-905,"no"
FALSE,30,"tertiary",0,"no"
FALSE,38,"secondary",740,"no"
FALSE,44,"secondary",8262,"no"
FALSE,39,"secondary",14,"yes"
FALSE,45,"unknown",7108,"yes"
TRUE,36,"secondary",1049,"no"
FALSE,38,"secondary",0,"no"
FALSE,36,"secondary",419,"no"
FALSE,30,"tertiary",726,"no"
FALSE,28,"tertiary",594,"yes"
FALSE,26,"tertiary",454,"yes"
TRUE,54,"secondary",2206,"no"
TRUE,38,"tertiary",1988,"no"
FALSE,32,"tertiary",0,"no"
FALSE,50,"secondary",202,"yes"
FALSE,43,"secondary",667,"no"
FALSE,48,"secondary",112,"no"
FALSE,57,"primary",50,"no"
FALSE,64,"primary",768,"no"
FALSE,26,"secondary",74,"no"
TRUE,33,"secondary",661,"no"
FALSE,50,"secondary",3025,"yes"
FALSE,47,"tertiary",751,"no"
FALSE,39,"tertiary",416,"no"
FALSE,52,"primary",14,"yes"
FALSE,31,"primary",-502,"no"
FALSE,50,"primary",0,"no"
FALSE,47,"secondary",599,"no"
FALSE,30,"tertiary",-218,"no"
FALSE,32,"tertiary",1012,"no"
FALSE,36,"secondary",300,"no"
FALSE,46,"tertiary",217,"no"
FALSE,45,"tertiary",2096,"no"
FALSE,37,"secondary",0,"no"
FALSE,58,"primary",5278,"no"
FALSE,59,"tertiary",1831,"no"
FALSE,28,"tertiary",1480,"no"
FALSE,48,"tertiary",7289,"no"
FALSE,55,"unknown",1665,"no"
FALSE,37,"primary",851,"no"
FALSE,41,"tertiary",2885,"no"
FALSE,35,"secondary",137,"yes"
FALSE,34,"secondary",1239,"no"
FALSE,43,"tertiary",146,"no"
TRUE,59,"secondary",1,"no"
FALSE,50,"primary",-10,"yes"
TRUE,37,"secondary",480,"no"
FALSE,35,"secondary",2789,"no"
FALSE,50,"secondary",3897,"no"
FALSE,36,"secondary",487,"yes"
FALSE,41,"secondary",5110,"no"
FALSE,28,"tertiary",318,"no"
FALSE,42,"tertiary",-411,"no"
FALSE,60,"secondary",4820,"no"
FALSE,28,"tertiary",4937,"no"
FALSE,48,"secondary",725,"yes"
FALSE,51,"tertiary",5403,"no"
FALSE,32,"tertiary",4089,"no"
FALSE,35,"tertiary",188,"no"
TRUE,37,"unknown",189,"no"
FALSE,38,"secondary",2998,"no"
FALSE,77,"secondary",610,"no"
FALSE,32,"unknown",787,"no"
FALSE,43,"secondary",167,"no"
FALSE,36,"tertiary",243,"no"
FALSE,29,"tertiary",877,"no"
FALSE,32,"secondary",2817,"no"
FALSE,41,"tertiary",4567,"yes"
FALSE,26,"secondary",127,"yes"
FALSE,34,"primary",176,"no"
TRUE,57,"tertiary",0,"yes"
FALSE,36,"secondary",1482,"no"
FALSE,42,"secondary",3052,"no"
FALSE,35,"secondary",56,"no"
FALSE,52,"primary",278,"no"
FALSE,36,"tertiary",3875,"no"
FALSE,46,"secondary",-337,"no"
TRUE,60,"tertiary",366,"no"
FALSE,57,"primary",501,"yes"
FALSE,48,"tertiary",998,"no"
FALSE,59,"primary",0,"no"
FALSE,39,"tertiary",246,"no"
FALSE,44,"secondary",-182,"yes"
FALSE,27,"tertiary",446,"no"
FALSE,59,"secondary",1173,"no"
FALSE,36,"secondary",5957,"no"
TRUE,44,"secondary",205,"no"
FALSE,50,"secondary",0,"no"
FALSE,41,"tertiary",369,"no"
FALSE,47,"secondary",1934,"yes"
FALSE,32,"tertiary",259,"no"
FALSE,38,"secondary",284,"yes"
FALSE,55,"unknown",23,"no"
FALSE,38,"tertiary",1373,"no"
FALSE,31,"tertiary",62,"no"
FALSE,38,"secondary",157,"no"
FALSE,29,"tertiary",991,"no"
FALSE,55,"secondary",186,"yes"
FALSE,35,"secondary",977,"no"
FALSE,40,"tertiary",2893,"no"
FALSE,34,"secondary",1897,"yes"
TRUE,32,"tertiary",5514,"no"
FALSE,33,"secondary",889,"no"
TRUE,33,"tertiary",273,"no"
FALSE,37,"secondary",1193,"no"
FALSE,58,"tertiary",2729,"no"
FALSE,36,"secondary",0,"no"
FALSE,42,"secondary",230,"no"
FALSE,34,"secondary",2729,"no"
FALSE,35,"tertiary",317,"no"
FALSE,60,"primary",517,"no"
FALSE,50,"tertiary",-470,"no"
TRUE,28,"tertiary",4579,"no"
FALSE,27,"secondary",1,"no"
TRUE,37,"tertiary",5106,"no"
TRUE,31,"tertiary",636,"no"
TRUE,34,"secondary",1076,"no"
FALSE,38,"tertiary",126,"no"
FALSE,32,"secondary",-33,"no"
FALSE,37,"secondary",430,"no"
FALSE,33,"secondary",-6,"no"
FALSE,71,"tertiary",383,"no"
FALSE,27,"secondary",130,"no"
FALSE,38,"primary",2569,"no"
FALSE,34,"secondary",201,"no"
TRUE,54,"tertiary",0,"no"
FALSE,30,"secondary",6,"no"
FALSE,35,"secondary",475,"yes"
FALSE,33,"secondary",706,"no"
FALSE,36,"secondary",1825,"no"
FALSE,59,"tertiary",185,"no"
FALSE,72,"primary",4415,"no"
FALSE,64,"tertiary",679,"no"
FALSE,53,"secondary",320,"no"
FALSE,35,"tertiary",2988,"no"
FALSE,58,"secondary",1407,"no"
FALSE,40,"secondary",1270,"no"
FALSE,41,"secondary",654,"no"
FALSE,48,"primary",5173,"no"
FALSE,44,"tertiary",3463,"yes"
FALSE,39,"unknown",0,"no"
TRUE,61,"tertiary",6016,"no"
FALSE,36,"primary",177,"no"
FALSE,28,"tertiary",3694,"yes"
FALSE,58,"secondary",1640,"yes"
FALSE,60,"secondary",174,"no"
FALSE,66,"secondary",10177,"no"
TRUE,36,"tertiary",490,"no"
FALSE,49,"secondary",2576,"no"
FALSE,40,"secondary",0,"no"
FALSE,23,"secondary",598,"no"
FALSE,29,"tertiary",15459,"no"
FALSE,44,"primary",271,"yes"
FALSE,54,"unknown",2508,"no"
FALSE,47,"primary",320,"no"
FALSE,33,"tertiary",640,"no"
FALSE,30,"secondary",1772,"no"
FALSE,27,"secondary",15,"yes"
FALSE,49,"tertiary",2370,"yes"
FALSE,27,"secondary",201,"no"
FALSE,51,"secondary",160,"no"
FALSE,32,"secondary",5,"yes"
FALSE,30,"secondary",75,"no"
FALSE,33,"secondary",4902,"no"
FALSE,27,"primary",-79,"no"
TRUE,75,"secondary",1341,"no"
FALSE,37,"secondary",490,"no"
FALSE,36,"secondary",1521,"no"
FALSE,37,"secondary",131,"no"
FALSE,35,"tertiary",8,"no"
FALSE,32,"secondary",-632,"yes"
FALSE,32,"secondary",116,"yes"
FALSE,35,"primary",189,"no"
FALSE,31,"primary",2,"yes"
FALSE,28,"secondary",4229,"yes"
FALSE,27,"secondary",54,"no"
FALSE,22,"unknown",549,"no"
FALSE,35,"primary",298,"no"
FALSE,69,"primary",579,"no"
FALSE,37,"tertiary",1467,"yes"
FALSE,45,"secondary",0,"no"
FALSE,47,"tertiary",109,"no"
FALSE,52,"tertiary",-11,"no"
FALSE,33,"secondary",90,"no"
TRUE,60,"primary",493,"no"
FALSE,33,"secondary",1897,"yes"
FALSE,44,"secondary",2403,"no"
FALSE,38,"secondary",868,"no"
FALSE,54,"secondary",653,"no"
FALSE,32,"primary",0,"no"
FALSE,33,"secondary",0,"yes"
FALSE,55,"secondary",218,"no"
FALSE,51,"primary",5050,"yes"
FALSE,48,"secondary",741,"no"
FALSE,37,"secondary",1050,"no"
FALSE,33,"secondary",-56,"yes"
FALSE,30,"primary",1,"yes"
FALSE,43,"primary",-98,"yes"
FALSE,49,"secondary",4667,"no"
FALSE,54,"primary",541,"no"
FALSE,31,"tertiary",7744,"no"
TRUE,54,"unknown",895,"no"
FALSE,36,"secondary",-129,"no"
FALSE,30,"secondary",0,"no"
TRUE,27,"secondary",158,"no"
FALSE,30,"secondary",122,"no"
FALSE,30,"secondary",673,"no"
FALSE,35,"secondary",0,"no"
FALSE,33,"secondary",411,"no"
FALSE,43,"primary",-97,"yes"
FALSE,41,"secondary",-217,"no"
TRUE,41,"tertiary",5037,"no"
TRUE,46,"secondary",2232,"no"
FALSE,54,"secondary",-932,"no"
FALSE,32,"tertiary",913,"no"
FALSE,30,"tertiary",236,"no"
FALSE,40,"primary",0,"no"
FALSE,30,"primary",2581,"no"
FALSE,27,"secondary",639,"yes"
FALSE,41,"primary",849,"no"
FALSE,54,"secondary",386,"no"
FALSE,32,"tertiary",1218,"no"
TRUE,31,"tertiary",2603,"no"
FALSE,42,"secondary",-921,"no"
FALSE,48,"primary",607,"no"
FALSE,34,"primary",79,"no"
FALSE,55,"secondary",61,"yes"
FALSE,49,"secondary",1091,"no"
FALSE,46,"tertiary",743,"no"
FALSE,47,"unknown",209,"no"
FALSE,24,"tertiary",172,"no"
FALSE,58,"secondary",2,"no"
TRUE,32,"tertiary",41,"no"
FALSE,25,"secondary",1116,"no"
FALSE,49,"secondary",-55,"no"
TRUE,59,"secondary",5845,"no"
FALSE,30,"tertiary",329,"no"
FALSE,46,"secondary",494,"no"
TRUE,42,"unknown",1519,"no"
FALSE,37,"tertiary",2685,"no"
FALSE,44,"primary",-14,"yes"
FALSE,49,"secondary",5673,"yes"
FALSE,41,"secondary",1459,"no"
FALSE,48,"tertiary",0,"no"
FALSE,31,"secondary",625,"no"
FALSE,37,"unknown",0,"no"
FALSE,51,"secondary",867,"no"
TRUE,80,"secondary",8304,"no"
FALSE,32,"tertiary",151,"no"
FALSE,48,"primary",-583,"no"
FALSE,49,"tertiary",1784,"no"
FALSE,30,"tertiary",3134,"no"
FALSE,27,"secondary",49,"no"
FALSE,34,"secondary",-346,"no"
TRUE,49,"secondary",1623,"no"
FALSE,48,"tertiary",60,"no"
FALSE,40,"secondary",17,"no"
FALSE,38,"secondary",2008,"no"
FALSE,46,"primary",91,"no"
FALSE,41,"tertiary",171,"no"
FALSE,28,"tertiary",1027,"no"
FALSE,51,"unknown",5801,"no"
FALSE,33,"primary",142,"no"
FALSE,26,"tertiary",205,"no"
FALSE,34,"secondary",852,"no"
FALSE,27,"secondary",-584,"no"
FALSE,42,"secondary",97,"no"
TRUE,45,"secondary",204,"no"
FALSE,31,"secondary",628,"no"
TRUE,32,"tertiary",311,"no"
FALSE,39,"primary",1564,"no"
FALSE,26,"secondary",856,"yes"
FALSE,40,"tertiary",1509,"no"
FALSE,52,"secondary",-888,"no"
FALSE,40,"tertiary",226,"no"
FALSE,48,"secondary",127,"yes"
FALSE,31,"secondary",413,"no"
TRUE,27,"secondary",710,"yes"
TRUE,47,"secondary",1233,"no"
TRUE,28,"secondary",171,"no"
FALSE,40,"tertiary",69,"no"
FALSE,34,"secondary",1499,"no"
FALSE,29,"tertiary",751,"no"
FALSE,36,"tertiary",61,"yes"
TRUE,83,"primary",425,"no"
FALSE,55,"primary",2923,"no"
FALSE,43,"tertiary",99,"no"
FALSE,23,"secondary",1021,"no"
FALSE,44,"tertiary",1146,"no"
FALSE,58,"primary",781,"no"
FALSE,29,"secondary",1448,"no"
FALSE,30,"tertiary",604,"yes"
FALSE,29,"secondary",-194,"no"
FALSE,41,"secondary",0,"no"
FALSE,35,"primary",0,"no"
FALSE,31,"secondary",1014,"no"
FALSE,27,"tertiary",73,"no"
FALSE,47,"secondary",2597,"no"
FALSE,53,"tertiary",2627,"yes"
FALSE,34,"tertiary",1906,"no"
FALSE,34,"primary",-319,"yes"
FALSE,36,"tertiary",-296,"no"
FALSE,40,"secondary",169,"no"
FALSE,37,"tertiary",556,"no"
FALSE,65,"unknown",300,"no"
FALSE,53,"secondary",751,"no"
FALSE,28,"secondary",126,"no"
FALSE,33,"tertiary",-386,"no"
FALSE,56,"primary",379,"no"
FALSE,45,"secondary",706,"no"
FALSE,39,"secondary",9121,"no"
FALSE,28,"tertiary",1466,"no"
FALSE,36,"primary",0,"no"
FALSE,41,"primary",951,"no"
TRUE,46,"secondary",368,"no"
FALSE,41,"secondary",121,"no"
FALSE,59,"secondary",204,"no"
FALSE,24,"secondary",299,"no"
FALSE,34,"tertiary",4170,"no"
FALSE,40,"primary",-335,"no"
FALSE,42,"secondary",3165,"no"
FALSE,50,"secondary",254,"no"
FALSE,25,"tertiary",553,"no"
FALSE,51,"secondary",518,"no"
FALSE,50,"tertiary",85,"yes"
FALSE,37,"unknown",603,"no"
FALSE,21,"secondary",361,"no"
FALSE,52,"secondary",-98,"no"
FALSE,55,"primary",4424,"no"
FALSE,26,"secondary",2610,"yes"
TRUE,38,"tertiary",3234,"no"
FALSE,32,"secondary",687,"no"
FALSE,31,"secondary",631,"no"
FALSE,34,"secondary",341,"yes"
FALSE,33,"tertiary",316,"no"
FALSE,35,"secondary",2,"no"
FALSE,44,"unknown",415,"no"
FALSE,48,"tertiary",507,"no"
FALSE,29,"secondary",912,"no"
FALSE,50,"tertiary",0,"no"
FALSE,37,"primary",37,"no"
FALSE,44,"secondary",2524,"no"
FALSE,36,"tertiary",9019,"no"
FALSE,49,"unknown",39,"no"
FALSE,31,"secondary",0,"no"
FALSE,49,"secondary",265,"no"
TRUE,35,"secondary",0,"no"
FALSE,57,"unknown",4012,"no"
FALSE,42,"primary",1520,"no"
FALSE,36,"secondary",-140,"no"
FALSE,75,"primary",852,"no"
FALSE,38,"secondary",578,"no"
FALSE,40,"primary",0,"no"
TRUE,38,"secondary",2253,"no"
FALSE,34,"tertiary",1171,"no"
FALSE,29,"tertiary",452,"no"
FALSE,28,"secondary",-97,"no"
FALSE,79,"secondary",4738,"no"
FALSE,51,"secondary",467,"no"
FALSE,32,"tertiary",0,"no"
TRUE,36,"tertiary",495,"no"
FALSE,38,"secondary",157,"yes"
FALSE,49,"secondary",358,"yes"
FALSE,42,"secondary",292,"no"
FALSE,43,"primary",7343,"no"
FALSE,34,"secondary",-563,"no"
TRUE,59,"secondary",351,"no"
FALSE,35,"primary",365,"no"
FALSE,33,"secondary",13494,"no"
FALSE,34,"secondary",846,"no"
TRUE,64,"secondary",1574,"no"
FALSE,34,"tertiary",-28,"no"
TRUE,77,"tertiary",0,"no"
FALSE,57,"primary",2927,"yes"
FALSE,30,"secondary",501,"yes"
TRUE,56,"primary",1238,"no"
FALSE,49,"unknown",301,"no"
FALSE,73,"primary",1388,"no"
FALSE,39,"secondary",102,"no"
FALSE,57,"primary",13,"no"
FALSE,32,"secondary",413,"no"
TRUE,32,"tertiary",4665,"no"
FALSE,45,"secondary",638,"no"
FALSE,32,"secondary",101,"no"
TRUE,31,"tertiary",1224,"yes"
FALSE,49,"secondary",1103,"no"
FALSE,29,"secondary",3748,"no"
FALSE,55,"secondary",955,"no"
FALSE,30,"secondary",518,"no"
TRUE,45,"primary",1893,"no"
FALSE,39,"tertiary",14,"no"
FALSE,36,"secondary",-423,"yes"
FALSE,33,"tertiary",3696,"no"
TRUE,36,"tertiary",2987,"no"
FALSE,31,"secondary",433,"no"
FALSE,36,"unknown",756,"no"
FALSE,38,"tertiary",0,"no"
FALSE,33,"secondary",2727,"no"
FALSE,40,"secondary",93,"no"
TRUE,31,"secondary",1766,"yes"
FALSE,39,"secondary",124,"no"
FALSE,33,"tertiary",69,"yes"
TRUE,53,"secondary",0,"no"
FALSE,38,"tertiary",0,"no"
TRUE,59,"secondary",259,"no"
FALSE,55,"primary",4103,"no"
FALSE,38,"tertiary",744,"no"
FALSE,48,"secondary",116,"no"
FALSE,53,"secondary",70,"no"
FALSE,44,"secondary",432,"no"
FALSE,57,"tertiary",1172,"no"
FALSE,29,"secondary",9,"no"
FALSE,31,"secondary",428,"no"
FALSE,35,"tertiary",7546,"no"
FALSE,31,"primary",620,"no"
FALSE,35,"tertiary",8647,"no"
FALSE,40,"secondary",192,"no"
FALSE,39,"secondary",0,"no"
FALSE,43,"tertiary",27733,"no"
FALSE,44,"primary",276,"yes"
TRUE,29,"secondary",113,"no"
FALSE,40,"secondary",782,"no"
FALSE,33,"primary",82,"no"
FALSE,46,"tertiary",1008,"no"
FALSE,27,"tertiary",6421,"no"
FALSE,26,"secondary",443,"no"
