"subscribed","age","job","marital","education","default","balance","loan","contact","campaign"
FALSE,31,"blue-collar","married","primary","no",352,"no","unknown",9
FALSE,53,"technician","married","secondary","no",65,"no","cellular",2
FALSE,35,"blue-collar","married","secondary","no",1949,"no","unknown",3
FALSE,32,"admin.","single","secondary","no",739,"no","cellular",3
TRUE,48,"management","married","tertiary","no",1167,"yes","cellular",1
FALSE,50,"admin.","married","secondary","no",231,"no","cellular",2
FALSE,40,"blue-collar","married","primary","no",1136,"no","unknown",1
FALSE,42,"entrepreneur","married","tertiary","no",233,"no","cellular",1
FALSE,59,"admin.","married","secondary","no",817,"no","cellular",1
FALSE,27,"blue-collar","single","primary","no",1128,"no","unknown",4
FALSE,32,"management","single","tertiary","no",1831,"no","cellular",2
FALSE,35,"technician","single","secondary","no",450,"no","cellular",1
FALSE,28,"services","married","secondary","no",0,"no","cellular",2
FALSE,37,"management","divorced","secondary","no",414,"no","cellular",2
FALSE,57,"management","married","primary","no",1052,"no","unknown",4
FALSE,42,"admin.","single","secondary","no",1022,"no","unknown",2
FALSE,55,"admin.","married","primary","no",343,"no","cellular",3
FALSE,52,"management","married","tertiary","no",1944,"no","cellular",3
FALSE,26,"blue-collar","single","secondary","no",-32,"yes","cellular",6
FALSE,52,"technician","married","secondary","no",1781,"no","unknown",2
FALSE,26,"management","single","tertiary","no",350,"no","cellular",1
FALSE,33,"unemployed","married","secondary","no",2,"no","cellular",1
FALSE,24,"blue-collar","single","primary","no",111,"yes","unknown",4
FALSE,37,"management","divorced","tertiary","no",168,"no","unknown",1
FALSE,28,"technician","single","secondary","no",3,"no","telephone",8
FALSE,30,"technician","single","secondary","no",102,"no","unknown",2
FALSE,33,"blue-collar","married","primary","no",0,"no","unknown",1
FALSE,55,"unknown","married","primary","no",159,"no","unknown",1
FALSE,33,"blue-collar","married","secondary","no",1134,"no","unknown",2
FALSE,42,"blue-collar","married","secondary","no",352,"no","cellular",3
FALSE,37,"management","married","tertiary","no",865,"no","cellular",1
FALSE,59,"blue-collar","married","primary","no",179,"no","unknown",3
FALSE,27,"blue-collar","single","secondary","no",5,"no","unknown",3
FALSE,23,"student","married","tertiary","yes",-230,"no","cellular",2
FALSE,51,"management","divorced","tertiary","no",0,"no","cellular",2
FALSE,50,"blue-collar","married","primary","no",3924,"no","cellular",2
FALSE,43,"technician","married","secondary","no",764,"no","cellular",5
FALSE,37,"blue-collar","divorced","primary","no",511,"no","telephone",1
FALSE,34,"management","single","tertiary","no",4348,"no","cellular",8
FALSE,41,"management","married","tertiary","no",3016,"no","cellular",3
FALSE,26,"student","single","secondary","no",279,"no","cellular",3
FALSE,49,"management","divorced","tertiary","no",1405,"no","unknown",1
TRUE,29,"blue-collar","single","secondary","no",908,"no","unknown",1
FALSE,30,"management","single","tertiary","no",162,"no","unknown",4
FALSE,38,"services","divorced","secondary","no",792,"no","unknown",1
FALSE,58,"management","married","secondary","no",111,"no","telephone",2
FALSE,34,"student","single","unknown","no",1281,"no","cellular",1
FALSE,53,"services","divorced","unknown","no",1012,"no","cellular",2
FALSE,50,"management","married","tertiary","no",2881,"no","cellular",2
FALSE,30,"blue-collar","single","secondary","no",445,"no","cellular",1
FALSE,40,"management","married","secondary","no",643,"no","cellular",2
FALSE,57,"housemaid","single","secondary","no",254,"no","cellular",1
FALSE,40,"management","married","tertiary","no",-1212,"no","cellular",2
FALSE,41,"technician","married","secondary","no",2125,"yes","cellular",3
FALSE,53,"technician","divorced","unknown","no",629,"no","cellular",1
FALSE,48,"blue-collar","married","secondary","no",-202,"yes","cellular",4
FALSE,32,"technician","single","secondary","no",271,"no","cellular",2
TRUE,34,"management","married","tertiary","no",703,"no","cellular",1
FALSE,46,"blue-collar","married","secondary","no",-216,"no","cellular",3
FALSE,45,"services","divorced","secondary","no",88,"yes","cellular",1
FALSE,51,"admin.","single","tertiary","no",16,"no","cellular",1
FALSE,31,"management","married","secondary","no",466,"no","cellular",1
FALSE,47,"technician","married","secondary","no",-75,"no","cellular",1
FALSE,32,"blue-collar","married","secondary","no",456,"no","cellular",1
FALSE,41,"technician","married","secondary","no",77,"no","cellular",1
FALSE,37,"services","single","secondary","no",-244,"no","unknown",1
FALSE,27,"blue-collar","single","primary","no",1209,"no","cellular",1
FALSE,27,"services","married","secondary","no",58,"no","cellular",1
FALSE,50,"management","married","secondary","yes",421,"no","cellular",5
FALSE,31,"management","single","tertiary","no",112,"no","cellular",2
FALSE,40,"self-employed","married","tertiary","no",13669,"no","cellular",1
TRUE,43,"management","married","tertiary","no",1429,"no","cellular",1
FALSE,39,"technician","married","tertiary","no",794,"no","telephone",1
FALSE,31,"entrepreneur","single","tertiary","no",1957,"no","cellular",3
FALSE,48,"technician","married","secondary","no",454,"no","cellular",1
FALSE,32,"blue-collar","single","primary","no",882,"yes","cellular",8
FALSE,47,"unemployed","married","primary","no",168,"no","telephone",1
FALSE,35,"management","single","tertiary","no",714,"no","cellular",22
FALSE,42,"management","single","tertiary","no",0,"no","cellular",1
TRUE,47,"blue-collar","married","secondary","no",1996,"no","unknown",2
FALSE,59,"retired","married","secondary","no",163,"no","cellular",1
FALSE,38,"admin.","married","secondary","no",3190,"no","unknown",2
FALSE,50,"unemployed","married","secondary","no",1772,"no","cellular",4
FALSE,27,"services","single","secondary","no",-151,"no","cellular",2
FALSE,55,"housemaid","married","primary","no",16,"no","unknown",1
TRUE,39,"services","single","secondary","no",7066,"no","cellular",3
FALSE,31,"technician","single","tertiary","no",454,"no","cellular",3
FALSE,37,"entrepreneur","married","tertiary","no",4798,"no","unknown",2
FALSE,28,"technician","single","secondary","yes",-298,"no","unknown",7
FALSE,42,"technician","married","secondary","no",439,"no","cellular",2
FALSE,40,"services","divorced","secondary","no",1927,"no","unknown",1
FALSE,59,"management","single","secondary","no",671,"yes","cellular",2
FALSE,40,"services","single","secondary","no",65,"no","cellular",3
FALSE,43,"technician","married","secondary","no",-932,"no","cellular",1
FALSE,38,"technician","single","secondary","no",4366,"no","cellular",2
FALSE,54,"retired","married","primary","no",0,"no","cellular",2
FALSE,41,"blue-collar","married","secondary","no",4900,"no","telephone",2
TRUE,55,"housemaid","divorced","primary","no",976,"no","cellular",1
FALSE,33,"management","married","tertiary","no",148,"no","unknown",1
FALSE,46,"blue-collar","married","secondary","no",5,"no","cellular",3
FALSE,36,"management","married","secondary","no",-148,"no","cellular",2
FALSE,48,"technician","divorced","tertiary","no",113,"yes","cellular",1
FALSE,42,"management","married","secondary","no",-105,"no","cellular",2
TRUE,46,"management","divorced","tertiary","no",624,"no","cellular",2
FALSE,49,"technician","married","secondary","yes",-1680,"yes","unknown",4
FALSE,36,"blue-collar","married","secondary","no",-461,"no","cellular",2
FALSE,34,"technician","single","tertiary","no",144,"yes","cellular",1
FALSE,51,"entrepreneur","divorced","tertiary","no",4,"yes","cellular",5
FALSE,58,"blue-collar","married","primary","no",309,"no","cellular",2
FALSE,48,"management","married","tertiary","no",866,"no","cellular",2
TRUE,41,"admin.","single","secondary","no",1020,"no","unknown",1
FALSE,49,"self-employed","married","primary","no",489,"no","unknown",4
FALSE,43,"management","married","primary","no",8167,"no","unknown",2
FALSE,32,"blue-collar","single","secondary","no",-255,"yes","unknown",3
FALSE,54,"retired","married","secondary","no",3671,"no","unknown",3
FALSE,33,"blue-collar","divorced","primary","no",636,"no","cellular",11
FALSE,35,"technician","married","secondary","no",141,"no","cellular",2
FALSE,56,"technician","married","secondary","no",150,"yes","cellular",6
FALSE,57,"technician","married","secondary","no",839,"yes","unknown",1
TRUE,31,"housemaid","single","primary","no",26965,"no","cellular",2
FALSE,33,"technician","single","secondary","no",716,"no","cellular",2
FALSE,29,"technician","single","tertiary","no",2485,"no","telephone",6
FALSE,38,"management","single","tertiary","no",15030,"no","cellular",1
FALSE,37,"admin.","married","secondary","no",11303,"no","cellular",2
FALSE,33,"entrepreneur","married","tertiary","no",595,"no","cellular",2
FALSE,30,"management","single","tertiary","no",19358,"no","cellular",2
FALSE,31,"self-employed","single","secondary","no",203,"yes","cellular",1
FALSE,28,"technician","single","tertiary","no",183,"yes","unknown",2
TRUE,26,"admin.","single","secondary","no",255,"no","cellular",1
FALSE,31,"technician","single","secondary","no",102,"no","telephone",2
FALSE,50,"housemaid","divorced","primary","no",94,"no","cellular",4
FALSE,45,"entrepreneur","married","primary","no",58,"no","telephone",3
FALSE,48,"management","married","primary","no",606,"no","cellular",6
FALSE,41,"technician","married","secondary","no",0,"yes","cellular",1
TRUE,60,"technician","married","primary","no",65,"no","unknown",2
FALSE,41,"blue-collar","married","secondary","no",338,"no","unknown",1
FALSE,43,"blue-collar","married","primary","no",757,"no","unknown",4
FALSE,36,"management","married","tertiary","no",9269,"yes","cellular",2
FALSE,40,"blue-collar","married","primary","no",1206,"yes","telephone",5
FALSE,28,"management","single","tertiary","no",882,"yes","cellular",1
TRUE,27,"student","single","tertiary","no",5291,"no","cellular",2
FALSE,49,"management","single","secondary","no",61,"no","cellular",2
FALSE,37,"technician","married","tertiary","no",0,"no","cellular",1
FALSE,31,"blue-collar","married","secondary","no",1407,"no","cellular",3
FALSE,31,"technician","single","secondary","yes",25,"no","cellular",1
FALSE,31,"blue-collar","married","secondary","no",1354,"yes","cellular",2
FALSE,35,"blue-collar","married","primary","no",793,"no","cellular",1
FALSE,51,"blue-collar","divorced","unknown","no",10287,"no","unknown",1
FALSE,33,"technician","single","secondary","no",5235,"no","cellular",3
FALSE,30,"technician","single","tertiary","no",3,"no","cellular",2
FALSE,58,"technician","single","secondary","no",409,"yes","cellular",2
FALSE,34,"admin.","married","tertiary","no",35,"no","cellular",1
FALSE,45,"management","married","tertiary","no",-459,"no","cellular",6
TRUE,28,"services","single","secondary","no",198,"no","cellular",2
FALSE,31,"blue-collar","married","primary","no",99,"no","cellular",2
FALSE,40,"management","married","tertiary","no",60,"no","unknown",6
FALSE,30,"services","single","secondary","no",3485,"no","cellular",2
FALSE,34,"entrepreneur","married","secondary","no",-139,"yes","unknown",2
FALSE,40,"blue-collar","married","secondary","no",952,"yes","unknown",1
FALSE,59,"retired","married","primary","no",1427,"no","unknown",2
FALSE,43,"technician","single","tertiary","no",1017,"no","unknown",2
FALSE,41,"management","married","tertiary","no",-29,"no","cellular",2
FALSE,33,"technician","divorced","secondary","no",9,"no","cellular",2
FALSE,33,"management","married","secondary","no",4040,"no","cellular",2
FALSE,36,"blue-collar","married","secondary","no",13,"no","unknown",1
FALSE,32,"self-employed","single","secondary","no",1259,"no","cellular",2
FALSE,25,"admin.","married","secondary","no",18,"no","cellular",1
FALSE,25,"blue-collar","married","secondary","no",-76,"no","unknown",3
FALSE,38,"technician","single","tertiary","no",221,"no","cellular",3
FALSE,34,"management","married","tertiary","no",136,"no","cellular",1
FALSE,67,"blue-collar","married","secondary","no",16353,"no","cellular",2
FALSE,32,"blue-collar","married","secondary","no",-63,"no","unknown",1
FALSE,45,"housemaid","married","primary","no",7353,"no","cellular",2
FALSE,33,"blue-collar","married","primary","no",511,"no","unknown",2
FALSE,38,"admin.","married","primary","no",3913,"no","cellular",2
FALSE,32,"technician","divorced","secondary","no",1097,"no","unknown",2
FALSE,54,"retired","divorced","tertiary","no",6102,"yes","unknown",6
FALSE,51,"admin.","divorced","secondary","no",340,"no","unknown",1
FALSE,42,"blue-collar","married","primary","no",-119,"no","cellular",3
FALSE,41,"admin.","married","secondary","no",2993,"no","cellular",12
FALSE,39,"management","divorced","tertiary","no",3575,"yes","cellular",3
FALSE,38,"blue-collar","married","secondary","no",361,"no","unknown",1
FALSE,39,"management","married","secondary","no",1072,"no","unknown",2
FALSE,46,"blue-collar","married","primary","no",2904,"no","cellular",2
FALSE,50,"entrepreneur","divorced","tertiary","no",1790,"yes","cellular",3
FALSE,33,"blue-collar","married","secondary","no",86,"no","unknown",1
FALSE,37,"technician","married","secondary","no",1633,"no","unknown",3
FALSE,31,"management","married","tertiary","no",8312,"no","cellular",13
TRUE,34,"blue-collar","divorced","unknown","no",172,"no","cellular",1
TRUE,34,"management","married","tertiary","no",0,"no","cellular",1
FALSE,36,"management","married","tertiary","no",222,"no","cellular",1
FALSE,40,"technician","married","secondary","no",109,"no","unknown",22
TRUE,40,"blue-collar","married","secondary","no",1451,"no","cellular",1
TRUE,41,"technician","married","secondary","no",1066,"no","cellular",3
FALSE,52,"management","married","tertiary","no",3163,"no","cellular",6
FALSE,40,"services","single","secondary","no",888,"no","unknown",2
FALSE,48,"blue-collar","single","unknown","no",428,"no","cellular",1
FALSE,33,"management","divorced","secondary","no",106,"no","cellular",3
FALSE,44,"technician","divorced","secondary","no",0,"no","cellular",2
FALSE,55,"management","married","tertiary","no",979,"yes","cellular",1
FALSE,51,"admin.","married","secondary","no",2662,"no","telephone",2
FALSE,34,"management","single","tertiary","no",84,"no","cellular",1
FALSE,58,"retired","divorced","unknown","no",5920,"no","cellular",1
FALSE,39,"management","single","tertiary","no",816,"no","cellular",3
FALSE,27,"unemployed","single","secondary","no",3276,"no","cellular",1
FALSE,55,"management","divorced","unknown","no",2,"no","unknown",1
FALSE,35,"technician","single","secondary","no",-51,"no","unknown",2
FALSE,37,"technician","single","tertiary","no",3315,"no","cellular",2
FALSE,52,"technician","married","secondary","no",196,"yes","cellular",1
FALSE,41,"blue-collar","married","secondary","no",552,"no","cellular",1
FALSE,52,"admin.","married","secondary","no",2347,"yes","cellular",3
FALSE,34,"blue-collar","single","secondary","no",3723,"no","unknown",5
FALSE,53,"management","divorced","primary","no",255,"no","cellular",1
TRUE,33,"management","single","tertiary","no",3143,"no","cellular",2
FALSE,47,"self-employed","married","secondary","no",0,"no","unknown",8
FALSE,35,"blue-collar","married","secondary","no",6411,"yes","cellular",1
FALSE,33,"management","single","tertiary","no",1909,"no","cellular",2
FALSE,55,"blue-collar","married","primary","no",3873,"no","telephone",1
TRUE,58,"self-employed","married","primary","no",1013,"no","cellular",1
FALSE,44,"admin.","married","secondary","no",262,"no","cellular",1
FALSE,25,"services","single","secondary","no",3217,"no","unknown",1
FALSE,37,"technician","single","secondary","no",5436,"no","cellular",11
FALSE,41,"blue-collar","married","primary","no",2067,"no","cellular",7
TRUE,34,"blue-collar","single","secondary","no",215,"no","cellular",3
FALSE,36,"services","divorced","secondary","no",1594,"no","unknown",3
FALSE,44,"self-employed","married","tertiary","no",134,"no","cellular",4
FALSE,34,"entrepreneur","divorced","tertiary","no",262,"no","cellular",1
FALSE,56,"blue-collar","divorced","primary","no",3021,"no","unknown",2
TRUE,43,"management","divorced","tertiary","no",388,"no","unknown",2
FALSE,28,"blue-collar","single","secondary","no",3412,"no","cellular",4
FALSE,54,"blue-collar","married","secondary","no",1291,"no","unknown",1
FALSE,37,"technician","divorced","secondary","no",79,"no","cellular",1
TRUE,59,"self-employed","married","tertiary","no",2013,"no","cellular",4
FALSE,58,"blue-collar","divorced","secondary","no",543,"yes","telephone",3
FALSE,56,"management","divorced","tertiary","no",1016,"no","unknown",5
FALSE,32,"blue-collar","single","secondary","no",604,"yes","cellular",3
FALSE,42,"management","single","tertiary","no",525,"no","cellular",2
FALSE,52,"retired","divorced","primary","no",353,"no","cellular",4
FALSE,46,"management","married","tertiary","no",964,"no","cellular",1
TRUE,37,"admin.","married","tertiary","no",3913,"no","cellular",1
FALSE,39,"blue-collar","married","primary","no",879,"no","unknown",2
FALSE,31,"admin.","married","secondary","no",314,"no","cellular",1
FALSE,59,"housemaid","married","primary","no",0,"no","cellular",11
FALSE,38,"blue-collar","married","secondary","no",1370,"no","cellular",2
FALSE,58,"management","married","secondary","no",37,"no","cellular",11
FALSE,34,"management","single","tertiary","no",673,"yes","cellular",1
FALSE,40,"services","married","secondary","no",-342,"no","unknown",1
FALSE,20,"student","single","secondary","no",291,"no","telephone",5
FALSE,34,"technician","married","secondary","no",209,"yes","cellular",2
FALSE,31,"technician","single","tertiary","no",438,"no","cellular",2
FALSE,39,"admin.","single","secondary","no",1242,"no","unknown",3
FALSE,34,"entrepreneur","married","tertiary","no",355,"no","unknown",1
FALSE,24,"blue-collar","married","secondary","no",204,"yes","cellular",3
FALSE,41,"management","married","tertiary","no",10758,"no","cellular",1
FALSE,40,"management","married","tertiary","no",5,"no","cellular",3
TRUE,45,"technician","single","secondary","no",410,"no","unknown",4
FALSE,36,"management","married","tertiary","no",605,"no","unknown",1
FALSE,53,"management","married","tertiary","no",4,"no","unknown",6
FALSE,23,"student","single","secondary","no",8494,"no","cellular",2
FALSE,42,"entrepreneur","married","primary","no",198,"no","unknown",1
FALSE,48,"blue-collar","married","secondary","no",841,"no","unknown",1
FALSE,34,"management","married","tertiary","no",8,"no","cellular",4
FALSE,36,"admin.","married","secondary","no",470,"no","cellular",4
FALSE,43,"retired","married","secondary","no",520,"no","unknown",13
FALSE,36,"blue-collar","married","secondary","no",439,"no","unknown",5
TRUE,49,"blue-collar","married","secondary","no",-454,"no","cellular",1
FALSE,55,"retired","married","secondary","no",466,"no","unknown",4
TRUE,53,"retired","married","secondary","no",665,"no","cellular",2
TRUE,42,"technician","married","secondary","no",994,"no","cellular",1
TRUE,45,"admin.","married","secondary","no",5346,"yes","unknown",1
FALSE,31,"blue-collar","married","secondary","no",1243,"no","unknown",1
FALSE,32,"admin.","married","tertiary","no",0,"no","unknown",1
FALSE,36,"blue-collar","married","secondary","no",2357,"no","unknown",2
TRUE,56,"retired","married","secondary","no",1044,"no","telephone",2
FALSE,46,"admin.","married","secondary","no",1069,"no","unknown",2
FALSE,41,"housemaid","single","secondary","no",231,"no","cellular",2
FALSE,31,"admin.","married","secondary","no",0,"yes","unknown",2
FALSE,32,"technician","married","secondary","no",266,"no","cellular",2
FALSE,38,"management","married","tertiary","no",-70,"no","cellular",1
FALSE,49,"retired","single","primary","no",25824,"no","unknown",1
FALSE,46,"management","single","primary","no",538,"no","unknown",3
FALSE,29,"technician","single","secondary","no",534,"no","cellular",1
FALSE,36,"admin.","married","unknown","no",2323,"no","cellular",1
FALSE,38,"admin.","married","secondary","no",1852,"no","cellular",2
FALSE,53,"technician","married","secondary","no",2647,"no","unknown",1
FALSE,43,"management","married","tertiary","no",2767,"no","unknown",7
FALSE,41,"management","married","tertiary","no",176,"yes","unknown",1
FALSE,42,"management","single","secondary","no",9720,"no","cellular",2
TRUE,55,"blue-collar","divorced","secondary","no",1613,"no","cellular",1
FALSE,39,"admin.","divorced","secondary","no",2903,"yes","telephone",2
FALSE,30,"admin.","single","secondary","no",81,"no","cellular",6
FALSE,41,"blue-collar","married","secondary","no",780,"no","cellular",3
FALSE,44,"unemployed","married","tertiary","no",178,"no","cellular",2
FALSE,58,"management","married","tertiary","no",299,"no","cellular",4
FALSE,35,"retired","married","primary","no",285,"no","cellular",1
FALSE,27,"blue-collar","married","secondary","no",872,"no","cellular",3
TRUE,34,"services","married","secondary","no",1337,"no","cellular",2
FALSE,25,"services","married","secondary","no",72,"no","cellular",2
FALSE,36,"blue-collar","married","secondary","no",0,"no","unknown",3
FALSE,38,"blue-collar","married","secondary","no",-388,"no","unknown",1
FALSE,30,"admin.","married","secondary","no",11,"no","cellular",1
FALSE,47,"blue-collar","divorced","secondary","yes",-535,"no","cellular",2
FALSE,41,"services","divorced","secondary","no",787,"no","cellular",2
FALSE,36,"management","single","tertiary","no",3343,"no","cellular",1
TRUE,63,"entrepreneur","married","secondary","no",3904,"no","telephone",2
FALSE,23,"management","single","tertiary","no",736,"no","cellular",1
FALSE,32,"management","married","tertiary","no",1390,"no","cellular",2
FALSE,57,"retired","married","primary","no",808,"no","telephone",1
TRUE,48,"management","married","tertiary","no",1147,"no","cellular",1
FALSE,49,"services","married","secondary","no",1122,"no","cellular",1
FALSE,50,"technician","married","secondary","no",-568,"yes","unknown",2
FALSE,33,"blue-collar","married","primary","no",1165,"no","unknown",2
FALSE,53,"services","divorced","secondary","no",-905,"no","unknown",1
FALSE,30,"unemployed","married","tertiary","no",0,"no","cellular",1
FALSE,38,"technician","married","secondary","no",740,"no","cellular",3
FALSE,44,"management","married","secondary","no",8262,"no","cellular",16
FALSE,39,"admin.","single","secondary","no",14,"yes","unknown",9
FALSE,45,"technician","single","unknown","no",7108,"yes","cellular",1
TRUE,36,"blue-collar","married","secondary","no",1049,"no","cellular",4
FALSE,38,"blue-collar","married","secondary","no",0,"no","cellular",5
FALSE,36,"housemaid","married","secondary","no",419,"no","unknown",1
FALSE,30,"management","single","tertiary","no",726,"no","cellular",1
FALSE,28,"technician","divorced","tertiary","no",594,"yes","unknown",3
FALSE,26,"unemployed","married","tertiary","no",454,"yes","unknown",18
TRUE,54,"unknown","married","secondary","no",2206,"no","cellular",1
TRUE,38,"admin.","married","tertiary","no",1988,"no","cellular",2
FALSE,32,"technician","single","tertiary","no",0,"no","cellular",2
FALSE,50,"admin.","divorced","secondary","no",202,"yes","cellular",1
FALSE,43,"blue-collar","married","secondary","no",667,"no","unknown",3
FALSE,48,"admin.","married","secondary","no",112,"no","cellular",5
FALSE,57,"housemaid","married","primary","no",50,"no","cellular",3
FALSE,64,"housemaid","married","primary","no",768,"no","cellular",2
FALSE,26,"services","divorced","secondary","no",74,"no","unknown",6
TRUE,33,"blue-collar","married","secondary","no",661,"no","cellular",1
FALSE,50,"self-employed","married","secondary","no",3025,"yes","cellular",3
FALSE,47,"self-employed","married","tertiary","no",751,"no","cellular",14
FALSE,39,"management","single","tertiary","no",416,"no","cellular",4
FALSE,52,"services","married","primary","no",14,"yes","cellular",5
FALSE,31,"blue-collar","single","primary","no",-502,"no","unknown",4
FALSE,50,"blue-collar","married","primary","no",0,"no","cellular",5
FALSE,47,"technician","married","secondary","no",599,"no","cellular",3
FALSE,30,"management","single","tertiary","no",-218,"no","cellular",15
FALSE,32,"technician","single","tertiary","no",1012,"no","cellular",1
FALSE,36,"technician","married","secondary","no",300,"no","unknown",1
FALSE,46,"technician","married","tertiary","no",217,"no","cellular",1
FALSE,45,"management","divorced","tertiary","no",2096,"no","cellular",1
FALSE,37,"technician","single","secondary","no",0,"no","cellular",2
FALSE,58,"housemaid","married","primary","no",5278,"no","unknown",4
FALSE,59,"management","married","tertiary","no",1831,"no","cellular",1
FALSE,28,"management","married","tertiary","no",1480,"no","cellular",1
FALSE,48,"management","married","tertiary","no",7289,"no","cellular",3
FALSE,55,"blue-collar","married","unknown","no",1665,"no","telephone",2
FALSE,37,"blue-collar","single","primary","no",851,"no","cellular",1
FALSE,41,"management","married","tertiary","no",2885,"no","cellular",1
FALSE,35,"blue-collar","married","secondary","no",137,"yes","unknown",1
FALSE,34,"blue-collar","single","secondary","no",1239,"no","cellular",1
FALSE,43,"management","single","tertiary","no",146,"no","cellular",1
TRUE,59,"technician","married","secondary","no",1,"no","cellular",2
FALSE,50,"blue-collar","divorced","primary","no",-10,"yes","cellular",6
TRUE,37,"technician","married","secondary","no",480,"no","cellular",2
FALSE,35,"technician","married","secondary","no",2789,"no","cellular",2
FALSE,50,"technician","single","secondary","no",3897,"no","cellular",1
FALSE,36,"technician","divorced","secondary","no",487,"yes","cellular",3
FALSE,41,"admin.","married","secondary","no",5110,"no","cellular",1
FALSE,28,"management","married","tertiary","no",318,"no","unknown",4
FALSE,42,"technician","single","tertiary","no",-411,"no","cellular",5
FALSE,60,"retired","married","secondary","no",4820,"no","unknown",1
FALSE,28,"management","single","tertiary","no",4937,"no","telephone",3
FALSE,48,"entrepreneur","married","secondary","no",725,"yes","cellular",1
FALSE,51,"entrepreneur","married","tertiary","no",5403,"no","unknown",1
FALSE,32,"technician","married","tertiary","no",4089,"no","cellular",7
FALSE,35,"technician","married","tertiary","no",188,"no","cellular",2
TRUE,37,"technician","married","unknown","no",189,"no","cellular",1
FALSE,38,"blue-collar","divorced","secondary","no",2998,"no","unknown",1
FALSE,77,"retired","married","secondary","no",610,"no","cellular",3
FALSE,32,"management","single","unknown","no",787,"no","cellular",1
FALSE,43,"technician","divorced","secondary","no",167,"no","cellular",3
FALSE,36,"management","single","tertiary","no",243,"no","cellular",2
FALSE,29,"management","married","tertiary","no",877,"no","cellular",3
FALSE,32,"admin.","single","secondary","no",2817,"no","cellular",1
FALSE,41,"management","divorced","tertiary","no",4567,"yes","cellular",1
FALSE,26,"services","single","secondary","no",127,"yes","cellular",3
FALSE,34,"blue-collar","married","primary","no",176,"no","cellular",1
TRUE,57,"retired","married","tertiary","no",0,"yes","unknown",1
FALSE,36,"services","single","secondary","no",1482,"no","cellular",2
FALSE,42,"blue-collar","married","secondary","no",3052,"no","unknown",1
FALSE,35,"technician","divorced","secondary","no",56,"no","cellular",12
FALSE,52,"entrepreneur","divorced","primary","no",278,"no","unknown",2
FALSE,36,"management","single","tertiary","no",3875,"no","unknown",5
FALSE,46,"technician","married","secondary","no",-337,"no","unknown",1
TRUE,60,"management","divorced","tertiary","no",366,"no","cellular",1
FALSE,57,"housemaid","married","primary","no",501,"yes","cellular",2
FALSE,48,"management","married","tertiary","no",998,"no","cellular",3
FALSE,59,"self-employed","married","primary","no",0,"no","telephone",2
FALSE,39,"management","married","tertiary","no",246,"no","cellular",2
FALSE,44,"blue-collar","married","secondary","no",-182,"yes","cellular",10
FALSE,27,"management","single","tertiary","no",446,"no","cellular",3
FALSE,59,"retired","married","secondary","no",1173,"no","unknown",2
FALSE,36,"technician","divorced","secondary","no",5957,"no","cellular",2
TRUE,44,"admin.","married","secondary","no",205,"no","cellular",1
FALSE,50,"admin.","married","secondary","no",0,"no","cellular",4
FALSE,41,"management","divorced","tertiary","no",369,"no","telephone",3
FALSE,47,"admin.","married","secondary","no",1934,"yes","cellular",1
FALSE,32,"technician","single","tertiary","no",259,"no","cellular",4
FALSE,38,"blue-collar","married","secondary","no",284,"yes","unknown",6
FALSE,55,"blue-collar","married","unknown","no",23,"no","cellular",2
FALSE,38,"management","single","tertiary","no",1373,"no","cellular",4
FALSE,31,"management","single","tertiary","no",62,"no","cellular",1
FALSE,38,"blue-collar","divorced","secondary","no",157,"no","unknown",5
FALSE,29,"unemployed","single","tertiary","no",991,"no","cellular",1
FALSE,55,"services","married","secondary","no",186,"yes","unknown",1
FALSE,35,"unemployed","married","secondary","no",977,"no","cellular",4
FALSE,40,"self-employed","single","tertiary","no",2893,"no","cellular",3
FALSE,34,"blue-collar","married","secondary","no",1897,"yes","cellular",1
TRUE,32,"technician","single","tertiary","no",5514,"no","cellular",1
FALSE,33,"blue-collar","married","secondary","no",889,"no","unknown",1
TRUE,33,"management","married","tertiary","no",273,"no","unknown",1
FALSE,37,"admin.","married","secondary","no",1193,"no","cellular",2
FALSE,58,"management","married","tertiary","no",2729,"no","unknown",1
FALSE,36,"admin.","single","secondary","no",0,"no","cellular",1
FALSE,42,"blue-collar","married","secondary","no",230,"no","unknown",7
FALSE,34,"technician","single","secondary","no",2729,"no","cellular",1
FALSE,35,"management","married","tertiary","no",317,"no","unknown",3
FALSE,60,"housemaid","married","primary","no",517,"no","unknown",3
FALSE,50,"management","married","tertiary","no",-470,"no","cellular",2
TRUE,28,"self-employed","single","tertiary","no",4579,"no","cellular",2
FALSE,27,"blue-collar","divorced","secondary","no",1,"no","cellular",3
TRUE,37,"management","married","tertiary","no",5106,"no","cellular",1
TRUE,31,"technician","married","tertiary","no",636,"no","cellular",4
TRUE,34,"services","married","secondary","no",1076,"no","cellular",1
FALSE,38,"management","married","tertiary","no",126,"no","unknown",2
FALSE,32,"self-employed","married","secondary","no",-33,"no","unknown",3
FALSE,37,"technician","married","secondary","no",430,"no","cellular",4
FALSE,33,"admin.","married","secondary","no",-6,"no","unknown",2
FALSE,71,"technician","married","tertiary","no",383,"no","cellular",2
FALSE,27,"technician","married","secondary","no",130,"no","cellular",3
FALSE,38,"blue-collar","married","primary","no",2569,"no","unknown",1
FALSE,34,"technician","single","secondary","no",201,"no","cellular",2
TRUE,54,"retired","divorced","tertiary","no",0,"no","unknown",1
